path,text,duration,source_id
..\processed_data\train\colors_T1027210__T1027210\colors_T1027210__T1027210_SS138.4.wav,yes. and this is how you make blue again,3.80,colors_T1027210__T1027210
..\processed_data\train\colors_T1027210__T1027210\colors_T1027210__T1027210_SS142.7.wav,you can make blue with the,2.86,colors_T1027210__T1027210
..\processed_data\train\colors_T1027210__T1027210\colors_T1027210__T1027210_SS148.6.wav,dark blue,1.09,colors_T1027210__T1027210
..\processed_data\train\colors_T1027210__T1027210\colors_T1027210__T1027210_SS153.7.wav,nope,1.23,colors_T1027210__T1027210
..\processed_data\train\colors_T1027210__T1027210\colors_T1027210__T1027210_SS170.9.wav,please,1.28,colors_T1027210__T1027210
..\processed_data\train\colors_T1027212__T1027212\colors_T1027212__T1027212_SS0.0.wav,mixing thah,1.57,colors_T1027212__T1027212
..\processed_data\train\colors_T1027212__T1027212\colors_T1027212__T1027212_SS4.8.wav,like blue and red make purple,2.90,colors_T1027212__T1027212
..\processed_data\train\colors_T1027212__T1027212\colors_T1027212__T1027212_SS17.7.wav,so it's pwettier,1.73,colors_T1027212__T1027212
..\processed_data\train\colors_T1027212__T1027212\colors_T1027212__T1027212_SS38.4.wav,because they are so pretty,3.29,colors_T1027212__T1027212
..\processed_data\train\colors_T1027212__T1027212\colors_T1027212__T1027212_SS41.8.wav,pick it eh,1.09,colors_T1027212__T1027212
..\processed_data\train\colors_T1027212__T1027212\colors_T1027212__T1027212_SS51.3.wav,mixing them,1.41,colors_T1027212__T1027212
..\processed_data\train\colors_T1027221__T1027221\colors_T1027221__T1027221_SS0.4.wav,no,0.52,colors_T1027221__T1027221
..\processed_data\train\colors_T1027221__T1027221\colors_T1027221__T1027221_SS9.6.wav,with a paintbrush,1.52,colors_T1027221__T1027221
..\processed_data\train\colors_T1027221__T1027221\colors_T1027221__T1027221_SS14.6.wav,no,0.63,colors_T1027221__T1027221
..\processed_data\train\colors_T1027221__T1027221\colors_T1027221__T1027221_SS19.7.wav,because i think it's fun,2.26,colors_T1027221__T1027221
..\processed_data\train\colors_T1027221__T1027221\colors_T1027221__T1027221_SS26.5.wav,no,0.37,colors_T1027221__T1027221
..\processed_data\train\colors_T1027221__T1027221\colors_T1027221__T1027221_SS38.4.wav,you for example let me tell you like if you let's say you want to make purple then you just mix red and blue together,15.65,colors_T1027221__T1027221
..\processed_data\train\colors_T1027221__T1027221\colors_T1027221__T1027221_SS62.8.wav,you should make different colors the way i do because it's more fun,7.51,colors_T1027221__T1027221
..\processed_data\train\colors_T1027222__T1027222\colors_T1027222__T1027222_SS18.1.wav,you mix red well you get a paintbrush and you put it on the paper and then you mix a color with it. like it could be red and white makes pink. or it could be blue and pink makes purple,28.26,colors_T1027222__T1027222
..\processed_data\train\colors_T1027222__T1027222\colors_T1027222__T1027222_SS50.1.wav,no,0.87,colors_T1027222__T1027222
..\processed_data\train\colors_T1027222__T1027222\colors_T1027222__T1027222_SS56.9.wav,because if you make them other colors they might turn like if you put yellow and purple it makes like brownish smoky color,18.56,colors_T1027222__T1027222
..\processed_data\train\colors_T1027222__T1027222\colors_T1027222__T1027222_SS78.9.wav,no,1.28,colors_T1027222__T1027222
..\processed_data\train\colors_T1027222__T1027222\colors_T1027222__T1027222_SS87.6.wav,you take a paint brush you dip it in some paint and you put it the paper and you get another color and you put on the paper and it makes the color,20.55,colors_T1027222__T1027222
..\processed_data\train\colors_T1027222__T1027222\colors_T1027222__T1027222_SS110.4.wav,no,0.79,colors_T1027222__T1027222
..\processed_data\train\colors_T1027224__T1027224\colors_T1027224__T1027224_SS13.1.wav,mixing colors,1.52,colors_T1027224__T1027224
..\processed_data\train\colors_T1027224__T1027224\colors_T1027224__T1027224_SS21.9.wav,experimenting with different colors,2.89,colors_T1027224__T1027224
..\processed_data\train\colors_T1027224__T1027224\colors_T1027224__T1027224_SS25.9.wav,experimenting,1.57,colors_T1027224__T1027224
..\processed_data\train\colors_T1027224__T1027224\colors_T1027224__T1027224_SS30.0.wav,and mixing them together,4.91,colors_T1027224__T1027224
..\processed_data\train\colors_T1027224__T1027224\colors_T1027224__T1027224_SS39.2.wav,if i don't have the color that i can mix colors i know what makes the color or i can experiment as to want colors will make what color,9.96,colors_T1027224__T1027224
..\processed_data\train\colors_T1027224__T1027224\colors_T1027224__T1027224_SS62.5.wav,the same,1.66,colors_T1027224__T1027224
..\processed_data\train\colors_T1027224__T1027224\colors_T1027224__T1027224_SS68.9.wav,if you don't have a color that you need take colors that you think will mix and make the color that will mix and make the color that you think they will and that you need mix tale a palate and put it on the palate and then mix it with a brush,21.57,colors_T1027224__T1027224
..\processed_data\train\colors_T1027224__T1027224\colors_T1027224__T1027224_SS95.9.wav,so that she'll have the color that she needs to be,4.88,colors_T1027224__T1027224
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS17.1.wav,ummm what do you mean i just don't understand for a lot,6.82,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS31.0.wav,like mixing it like i don't know i don't really paint a lot,8.34,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS40.9.wav,not a lot just like sometimes. i don't really a lot. and nothing else i just know how to make like on green blue mix blue of yellow and also red with blue makes purple,24.85,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS68.1.wav,no,0.95,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS73.1.wav,to make like to discover new colors,3.29,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS80.0.wav,no,0.72,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS92.9.wav,i don't know a lot,3.10,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS96.7.wav,no i don't know,2.54,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS104.4.wav,blue yellow and red and blue make purple,9.17,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS117.6.wav,because this discovered new colors,4.57,colors_T1027225__T1027225
..\processed_data\train\colors_T1027225__T1027225\colors_T1027225__T1027225_SS124.4.wav,no,0.86,colors_T1027225__T1027225
..\processed_data\train\colors_T1027226__T1027226\colors_T1027226__T1027226_SS7.9.wav,okay,0.72,colors_T1027226__T1027226
..\processed_data\train\colors_T1027226__T1027226\colors_T1027226__T1027226_SS23.9.wav,i will pick colors together like orange and white to make sure,9.81,colors_T1027226__T1027226
..\processed_data\train\colors_T1027226__T1027226\colors_T1027226__T1027226_SS38.9.wav,no,1.10,colors_T1027226__T1027226
..\processed_data\train\colors_T1027226__T1027226\colors_T1027226__T1027226_SS43.9.wav,because we're different and we have a lot of different colors and stuff to deals with it with it,14.74,colors_T1027226__T1027226
..\processed_data\train\colors_T1027226__T1027226\colors_T1027226__T1027226_SS63.2.wav,no,0.81,colors_T1027226__T1027226
..\processed_data\train\colors_T1027226__T1027226\colors_T1027226__T1027226_SS77.3.wav,because it's good to paint,3.41,colors_T1027226__T1027226
..\processed_data\train\colors_T1027226__T1027226\colors_T1027226__T1027226_SS101.9.wav,no,0.54,colors_T1027226__T1027226
..\processed_data\train\colors_T1027226__T1027226\colors_T1027226__T1027226_SS117.1.wav,okay,1.24,colors_T1027226__T1027226
..\processed_data\train\colors_T1027227__T1027227\colors_T1027227__T1027227_SS11.4.wav,so how you make different colors with paint. you like put yellow and green together and it sometimes makes another color and it will make blue if you put yellow and green. and if you put red and orange it will turn to yellow,28.41,colors_T1027227__T1027227
..\processed_data\train\colors_T1027227__T1027227\colors_T1027227__T1027227_SS49.1.wav,i make different colors so it could look pretty,4.39,colors_T1027227__T1027227
..\processed_data\train\colors_T1027227__T1027227\colors_T1027227__T1027227_SS70.0.wav,so how you make different colors is that you get some colors and you put you get a paintbrush and you put the paintbrush in one of the colors like red and then you put it in orange and it'll make yellow. and that's how you make yellow,35.23,colors_T1027227__T1027227
..\processed_data\train\colors_T1027227__T1027227\colors_T1027227__T1027227_SS110.9.wav,i don't know,1.00,colors_T1027227__T1027227
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS19.2.wav,i have so much favorite movies,2.92,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS33.2.wav,i don't know,1.04,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS36.5.wav,yes,0.44,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS46.1.wav,i get black and blue and make and make dark color,10.38,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS58.3.wav,dark,1.21,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS60.6.wav,yes,0.42,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS65.2.wav,no,1.02,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS73.9.wav,i just got white and put a roof out there,6.66,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS85.0.wav,no,0.70,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS101.6.wav,you need to get one color then get another color and mix up,5.97,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS114.3.wav,don't know,2.02,colors_T1027229__T1027229
..\processed_data\train\colors_T1027229__T1027229\colors_T1027229__T1027229_SS119.5.wav,no,1.19,colors_T1027229__T1027229
..\processed_data\train\colors_T1027230__T1027230\colors_T1027230__T1027230_SS8.9.wav,i make i use primary colors. i use red and blue to make purple and red and green i'm not sure,12.62,colors_T1027230__T1027230
..\processed_data\train\colors_T1027230__T1027230\colors_T1027230__T1027230_SS25.7.wav,nothing,1.21,colors_T1027230__T1027230
..\processed_data\train\colors_T1027230__T1027230\colors_T1027230__T1027230_SS29.9.wav,i don't know,1.83,colors_T1027230__T1027230
..\processed_data\train\colors_T1027230__T1027230\colors_T1027230__T1027230_SS45.5.wav,all right. bla bla bla,5.09,colors_T1027230__T1027230
..\processed_data\train\colors_T1027230__T1027230\colors_T1027230__T1027230_SS56.1.wav,to make what you think to make the color that you think what color that makes and you should try it,12.96,colors_T1027230__T1027230
..\processed_data\train\colors_T1027230__T1027230\colors_T1027230__T1027230_SS74.0.wav,i don't know,0.86,colors_T1027230__T1027230
..\processed_data\train\colors_T1027232__T1027232\colors_T1027232__T1027232_SS20.9.wav,there's not even yellow on that theme,1.54,colors_T1027232__T1027232
..\processed_data\train\colors_T1027232__T1027232\colors_T1027232__T1027232_SS24.9.wav,no,1.07,colors_T1027232__T1027232
..\processed_data\train\colors_T1027232__T1027232\colors_T1027232__T1027232_SS34.9.wav,yeah,1.29,colors_T1027232__T1027232
..\processed_data\train\colors_T1027232__T1027232\colors_T1027232__T1027232_SS40.9.wav,blue and yellow that's easy to make screen,2.24,colors_T1027232__T1027232
..\processed_data\train\colors_T1027232__T1027232\colors_T1027232__T1027232_SS53.0.wav,pink and blue make purple,1.81,colors_T1027232__T1027232
..\processed_data\train\colors_T1027232__T1027232\colors_T1027232__T1027232_SS63.9.wav,that's all,1.28,colors_T1027232__T1027232
..\processed_data\train\colors_T1027232__T1027232\colors_T1027232__T1027232_SS136.9.wav,blue and yellow make green that's the only one,5.21,colors_T1027232__T1027232
..\processed_data\train\colors_T1027233__T1027233\colors_T1027233__T1027233_SS102.0.wav,i'm mixing them,1.78,colors_T1027233__T1027233
..\processed_data\train\colors_T1027233__T1027233\colors_T1027233__T1027233_SS159.2.wav,because that's how you can paint them have different color,5.69,colors_T1027233__T1027233
..\processed_data\train\colors_T1027233__T1027233\colors_T1027233__T1027233_SS223.0.wav,to mix them up,1.79,colors_T1027233__T1027233
..\processed_data\train\colors_T1027233__T1027233\colors_T1027233__T1027233_SS233.9.wav,it's because that's how you can have different colors,3.90,colors_T1027233__T1027233
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS18.1.wav,you mix colors you put first you do like blue like yellow and you mix together like dark green,19.09,colors_T1027234__T1027234
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS41.6.wav,to like dark green,8.18,colors_T1027234__T1027234
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS53.1.wav,nothing really,2.34,colors_T1027234__T1027234
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS66.6.wav,maybe a blue,7.34,colors_T1027234__T1027234
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS87.0.wav,nothing. you should do like greens and red. after that you could pour the other paint like blue or pink like blue or pink,21.95,colors_T1027234__T1027234
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS111.2.wav,because it will make it really pretty. you make gorgeous like mixing the colors it will make it more pretty,18.86,colors_T1027234__T1027234
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS146.4.wav,maybe she needs to do like i should show her how to mix colors like this,18.77,colors_T1027234__T1027234
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS166.8.wav,i will say this is how to make pink beautiful pink like a beautiful flower,23.20,colors_T1027234__T1027234
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS199.3.wav,because it will make it like and as you make it lots of different mix colors more prettier. so yeah that's what i'm thinking,23.11,colors_T1027234__T1027234
..\processed_data\train\colors_T1027234__T1027234\colors_T1027234__T1027234_SS232.9.wav,maybe that's it,2.75,colors_T1027234__T1027234
..\processed_data\train\colors_T1027235__T1027235\colors_T1027235__T1027235_SS14.1.wav,well i mix blue and yellow it makes light green. when i add white it makes it darker,14.17,colors_T1027235__T1027235
..\processed_data\train\colors_T1027235__T1027235\colors_T1027235__T1027235_SS31.9.wav,huhuh,1.22,colors_T1027235__T1027235
..\processed_data\train\colors_T1027235__T1027235\colors_T1027235__T1027235_SS36.9.wav,because if we copy or if we copy it we won't know which one will be ours. that's why i do it differently,17.47,colors_T1027235__T1027235
..\processed_data\train\colors_T1027235__T1027235\colors_T1027235__T1027235_SS58.0.wav,huhuh,1.20,colors_T1027235__T1027235
..\processed_data\train\colors_T1027235__T1027235\colors_T1027235__T1027235_SS80.4.wav,he could do like i could tell him he could like you could mix white and blue and yellow and then you could make a set and then make it darker. use blue yellow it will make it lighter,23.20,colors_T1027235__T1027235
..\processed_data\train\colors_T1027235__T1027235\colors_T1027235__T1027235_SS111.9.wav,because if we're in a class we have to do the same thing. we should like do the same thing. and we should write our names on it. if we're in a classroom we need to write the same thing,21.15,colors_T1027235__T1027235
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS15.8.wav,sometimes when i'm painting and there's not enough colors and then sometimes i mix the color together,8.48,colors_T1027236__T1027236
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS28.9.wav,if you mix some of the color mix some of the colors and you make black besides red yellow blue and then you make black,10.04,colors_T1027236__T1027236
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS40.4.wav,because i watch tv and then they made a black about painting,5.78,colors_T1027236__T1027236
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS48.1.wav,there's two girls and one boy. they had red yellow blue just three colors. but when they need it more they mixed it the colors all together,17.26,colors_T1027236__T1027236
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS66.2.wav,they mix all the colors together and you know they made black,7.55,colors_T1027236__T1027236
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS75.4.wav,i know how to make white,2.83,colors_T1027236__T1027236
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS79.9.wav,pink pink and red. i mean white and red,8.15,colors_T1027236__T1027236
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS95.3.wav,what,0.88,colors_T1027236__T1027236
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS137.4.wav,i will like say do you know how to make different colors and she will say no i got to tell her,8.21,colors_T1027236__T1027236
..\processed_data\train\colors_T1027236__T1027236\colors_T1027236__T1027236_SS146.9.wav,like the white and red makes pink and blue and yellow and red makes black,8.35,colors_T1027236__T1027236
..\processed_data\train\colors_T1027237__T1027237\colors_T1027237__T1027237_SS11.0.wav,so you get a lot of boxes of like paint like of different colors. then you get from paint brushes then you put it in the paint then you start painting,19.54,colors_T1027237__T1027237
..\processed_data\train\colors_T1027237__T1027237\colors_T1027237__T1027237_SS33.5.wav,and you paint it on paper,2.06,colors_T1027237__T1027237
..\processed_data\train\colors_T1027237__T1027237\colors_T1027237__T1027237_SS40.8.wav,why do i because i want to make something cool,5.15,colors_T1027237__T1027237
..\processed_data\train\colors_T1027237__T1027237\colors_T1027237__T1027237_SS49.4.wav,no,1.10,colors_T1027237__T1027237
..\processed_data\train\colors_T1027237__T1027237\colors_T1027237__T1027237_SS62.7.wav,because then it gets very cool,8.05,colors_T1027237__T1027237
..\processed_data\train\colors_T1027237__T1027237\colors_T1027237__T1027237_SS75.7.wav,so you get a paint boxes then you dip it in then you get a piece of paper then you'll start painting,9.50,colors_T1027237__T1027237
..\processed_data\train\colors_T1027237__T1027237\colors_T1027237__T1027237_SS88.7.wav,nah,0.65,colors_T1027237__T1027237
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS22.5.wav,well,1.72,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS26.1.wav,i,1.55,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS30.0.wav,i know how to make purple so. so i take,4.26,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS37.1.wav,and then i have purple,1.44,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS42.8.wav,no,0.84,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS48.4.wav,so that well i mean if you have like an i like purple but you know like that color you can make a different color your own color to make it look better if you don't wanted that color,15.38,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS67.5.wav,no,0.62,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS78.0.wav,well i know how to make purple so i can tell you. take red and you take blue and you mix them together with your paint brush then you have purple,18.38,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS99.3.wav,no,0.64,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS105.7.wav,so that she doesn't have to use the colors that she has. she can always make new ones so that she doesn't have to use the ones that she has now,14.51,colors_T1027238__T1027238
..\processed_data\train\colors_T1027238__T1027238\colors_T1027238__T1027238_SS122.4.wav,no,0.95,colors_T1027238__T1027238
..\processed_data\train\colors_T1027241__T1027241\colors_T1027241__T1027241_SS16.7.wav,put purple with pink and then i think i think that's violet. and then mix yellow and orange and no i mean yellow and red make orange. and red and blue purple. and then blue and white just makes white,26.09,colors_T1027241__T1027241
..\processed_data\train\colors_T1027241__T1027241\colors_T1027241__T1027241_SS44.9.wav,blue and yellow mixed green. that's all i know how to make,5.86,colors_T1027241__T1027241
..\processed_data\train\colors_T1027241__T1027241\colors_T1027241__T1027241_SS56.1.wav,so that so that as you run out of that color can make it again,6.63,colors_T1027241__T1027241
..\processed_data\train\colors_T1027241__T1027241\colors_T1027241__T1027241_SS68.4.wav,without the primary colors you wouldn't have any other color except the primary colors,6.29,colors_T1027241__T1027241
..\processed_data\train\colors_T1027241__T1027241\colors_T1027241__T1027241_SS84.5.wav,well if you want to make different colors with paint mix colors like a green and blue make more green white and black make more black or white. and then is blue and yellow to make green or is orange and i mean red and yellow to make to make orange. that's how you mix colors to make different colors,41.50,colors_T1027241__T1027241
..\processed_data\train\colors_T1027241__T1027241\colors_T1027241__T1027241_SS132.7.wav,because if you get bored of a color why wouldn't you have to try anything else,5.33,colors_T1027241__T1027241
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS11.7.wav,i don't want to,2.45,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS26.3.wav,a toothbrush,1.54,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS29.2.wav,tooth paint,4.01,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS35.7.wav,for painting,1.45,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS40.9.wav,no,0.93,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS46.7.wav,no,0.86,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS54.9.wav,yeah,0.58,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS65.1.wav,of things,3.50,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS10.9.wav,so like you use like blue and like white and mix like pink. and blue and pink makes i don't know really that much,17.48,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS30.9.wav,no,1.05,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS35.9.wav,because if you don't have that kind of color paint in your,3.36,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS45.9.wav,no,1.20,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS58.4.wav,okay. ready,3.65,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS63.9.wav,you should you have to like find two colors that are not the same. and then you spread it like one color first and then another colors,13.77,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS80.1.wav,and then it will makes another color,2.69,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS19.9.wav,mixing red and blue,3.39,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS35.0.wav,because i like,1.36,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS40.1.wav,this one is green,2.09,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS60.8.wav,because paint is very important,3.93,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS65.8.wav,pant is very important,2.71,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS70.9.wav,no,1.06,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS9.3.wav,i mix some of my colors if i don't have the right color,7.18,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS19.4.wav,and then i paint a picture,3.77,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS27.7.wav,because if i need a color then i can make it,6.35,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS36.5.wav,no,0.94,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS50.2.wav,you should make different colors like you take a color but you take the color that you think are needed and you try a lot of different colors that go with it until you make the right color,21.52,colors_T1027244__T1027244
..\processed_data\train\colors_T1027244__T1027244\colors_T1027244__T1027244_SS76.0.wav,no,1.38,colors_T1027244__T1027244
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS7.3.wav,i've been practicing you know. i know how to do this,4.13,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS14.2.wav,why are the colors black,2.19,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS26.6.wav,i'm mixing them,1.46,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS31.6.wav,that's the way you know how to make paint,2.58,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS38.5.wav,because sometimes there's not that color you want to make. but no color that's the same color you want to do. so you try to think how you do it and try to think what color you would get if you mix the paints,18.05,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS72.7.wav,i don't want to tell jibo,2.19,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS84.7.wav,that is a slippery wheel,2.08,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS88.0.wav,i don't a slippery wheel,2.04,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS92.0.wav,i wish i had a slippery wheel,1.96,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS95.8.wav,i wish i had one,1.46,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS98.9.wav,of course,1.39,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS104.1.wav,and i'm not going to be able to focus,1.92,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS106.8.wav,the problems,0.69,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS117.0.wav,well look at the thing the table does. i want to know why it makes my skin do this,7.81,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS128.2.wav,hey it's kind of soft. i guess i have too much skin. some people have too much skin,8.54,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS141.0.wav,if you have too much skin this makes you able to,3.27,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS151.0.wav,i don't know how to do it,1.62,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS154.5.wav,i don't know how to do it but i just don't want to do it here,6.46,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS165.0.wav,what's that thing,1.31,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS171.4.wav,what does it help and do,2.23,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS179.1.wav,where is the thing that helps him to be able to see where i am better,3.81,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS183.8.wav,no the thing that helps him know where to see where i am better,4.66,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS200.3.wav,what's this thing,1.54,colors_T1027247__T1027247
..\processed_data\train\colors_T1027247__T1027247\colors_T1027247__T1027247_SS205.7.wav,that one keeps him alive,1.58,colors_T1027247__T1027247
